,381,ホテル プロミネンス,092-595-4001,https://hotel-prominence.jp/
,382,ホテル シェモア,092-521-3017,https://chez-moi.jp/
,383,HOTEL SOL (ホテル ソル),092-731-7788,https://hotel-sol.jp/
,384,HOTEL M・Gate RESORT,092-885-2025,https://m-gate.jp/
,385,HOTEL Z (ホテル ゼット),093-621-5770,https://hotel-z.jp/
,386,HOTEL ITO (ホテル イト),092-807-6722,https://hotel-ito.jp/
,387,ホテル ラブ ジュエル 小倉,093-474-2124,https://hotel-love.jp/jewel/
,388,HOTEL CUBE (ホテル キューブ),093-541-6500,https://hotel-cube.jp/
,389,ホテル ジェリー,093-645-5546,https://hotel-jelly.jp/
,390,HOTEL VIPS Ⅱ,0942-34-0832,https://hotel-vips.jp/vips2/
,391,HOTEL le MOCA (ル・モカ),0942-44-7348,https://hotel-moca.jp/
,392,ホテル マイン,0942-27-7431,https://hotel-mine.jp/
,393,HOTEL Sen (ホテル セン),093-202-3721,https://hotel-sen.jp/
,394,HOTEL YUME (ホテル ユメ),0948-22-7814,https://hotel-yume.jp/
,395,ホテル パステル イン ラフォーレ,0944-51-5657,https://pastel-laforet.jp/
,396,HOTEL 森の湯 cuscus,0930-32-5377,https://morinoyu-cuscus.jp/
,397,HOTEL le bonheur (ル・ボヌール),0943-22-3829,https://le-bonheur.jp/
,398,Hotel Le Club PLUS 1,092-963-5661,https://leclub-plus1.jp/
,399,HOTEL MILKYWAY,092-521-2181,https://hotel-milkyway.jp/
,400,HOTEL VERAGIO (ホテル ベラジオ),092-931-7014,https://hotel-veragio.jp/
,401,HOTEL HAYAMA (ホテル 葉山),092-963-0250,https://hotel-hayama.jp/
,402,ホテル ヴィラミュール,0942-75-2666,https://villa-mure.jp/
,403,HOTEL TIME (ホテル タイム),046-228-5661,https://hotel-time.jp/
,404,WILL SWEET 厚木,046-228-1111,https://will-sweet.jp/
,405,HOTEL COCO RESORT (ホテル ココリゾート),ー,https://www.costa-resort.jp/coco/
,406,HOTEL 風の丘 SKIP (ホテル 風の丘 スキップ),0947-32-6826,https://hotel-skip.jp/
,407,HOTEL VICTORIA RESORT (ヴィクトリアリゾート),ー,https://hotel-victoria.jp/
,408,江の島 ホテル ノアリゾート,ー,https://hotel-noah-resort.jp/
,409,HOTEL PACIFIC (ホテル パシフィック),0467-86-0692,https://hotel-pacific.jp/
,410,フェスタ 横須賀,ー,https://hotel-festa.com/yokosuka/
,411,HOTEL SUNSET INN (ホテル サンセットイン),ー,https://hotel-sunset-inn.jp/
,412,ホテルブルーコースト横須賀,ー,https://blue-coast.jp/
,413,シーラブ 大和店,ー,https://sealove.jp/yamato/
,414,HOTEL TSUBAKI 大和 (ツバキ大和),046-264-0778,https://www.hotel-tsubaki.com/yamato/
,415,ZENBA GATEWAY HOTEL (ゼンバ ゲートウェイホテル),050-5445-0998,https://zenba-gateway.com/
,416,HOTEL555 -夢 YUMEMI-,ー,https://www.hotel555.net/hadano-utsutsu/
,417,HOTEL Aria (ホテル アリア),092-262-0370,https://hotel-aria.jp/
,418,HOTEL PURE81 (ピュア81),092-722-5110,https://www.hayama-hotels.com/pure81/
,419,HOTEL MODENA (モデナ),092-963-1417,https://www.hayama-hotels.com/modena/
,420,HOTEL CULLINAN (カリナン),092-406-5832,https://www.hayama-hotels.com/cullinan/
,421,HOTEL THE VENTURA,092-414-0750,https://www.hayama-hotels.com/ventura/
,422,ホテル アマーレ,092-281-2792,https://hotel-amare.com/
,423,CAS VI ROYEL,092-737-8815,https://cas-vi.com/
,424,ブルーリバー 1991,092-761-1991,https://blueriver1991.com/
,425,HOTEL CINDERELLA PALACE (シンデレラパレス),092-581-9700,https://www.hayama-hotels.com/cinderella/
,426,HOTEL 41AV－Part1,092-581-4181,https://41av.jp/part1/
,427,HOTEL SAKURA-SAKU (ホテル サクラサク),092-592-1811,https://sakura-saku.jp/
,428,HOTEL NEST (ホテル ネスト),092-571-0521,https://hotel-nest.jp/
,429,HOTEL OZ (ホテル オーゼット),092-503-4031,https://hotel-oz.jp/
,430,HOTEL la mer (ラメール),092-771-2324,https://www.hayama-hotels.com/lamer/
,431,HOTEL le Rouge (ルージュ),092-612-4270,https://www.hayama-hotels.com/rouge/
,432,HOTEL HAYAMA PALACE (葉山パレス),092-581-9700,https://www.hayama-hotels.com/hayama-palace/
,433,HOTEL 乱 (ラン),092-571-8100,https://www.hayama-hotels.com/ran/
,434,HOTEL 乱 (ラン) ※重複分,092-571-8100,
,435,ホテルオーゼ,092-522-5151,https://hotel-oze.jp/
,436,天然温泉 HOTEL 海 KAI,092-721-2051,https://hotel-kai.jp/
,437,チャペルココナッツ ホテル イポラニ 福岡,092-736-6222,https://www.chapel-hotel.co.jp/fukuoka/h056/
,438,ホテル パサージュ フカエ,092-325-0661,https://hotel-passage.jp/
,439,くるくる倶楽部,092-324-0037,https://kurukuru-club.jp/
,440,HOTEL SH (ホテル エスエッチ),092-328-0400,https://hotel-sh.jp/
,441,ホテル K2 (ホテル ケーツー),092-329-2222,https://hotel-k2.jp/
,442,ODO HOTEL (オド ホテル),092-407-1319,https://odo-hotel.jp/
,443,レステイ 小倉,093-521-0777,https://www.restay.jp/kokura/
,444,HOTEL MOJI (ホテル モジ),093-331-0802,https://www.slp-hotels.com/moji/
,445,ホテル 遊Lab,093-521-9001,https://www.slp-hotels.com/yulab/
,446,HOTEL C.(シードット) 小倉エスト,093-475-1711,https://c-dot.jp/kokura-est/
,447,ホテル マリンビュー,093-381-5268,https://marine-view.jp/
,448,HOTEL LUANA (ルアナ),093-511-6066,https://www.hayama-hotels.com/luana/
,449,ホテル 銀巴里倶楽部 (ホテル ギンパリクラブ),093-622-0014,https://ginpari-club.com/
,450,HOTEL e-Resort (ホテル イーリゾート),093-616-1713,https://www.slp-hotels.com/eresort/
,451,HOTEL SUBARU (ホテル スバル),093-871-0308,https://hotel-subaru.jp/
,452,HOTEL GAO5 (ホテル ガオファイブ),093-883-0100,https://hotel-gao.jp/gao5/
,453,ホテル 963,0942-45-4963,https://www.slp-hotels.com/963/
,454,HOTEL BLISS (ホテル ブリス),093-621-2411,https://hotel-bliss.jp/
,455,BOUQUET (ホテル ブーケ),093-641-8222,https://www.slp-hotels.com/bouquet/
,456,HOTEL JuJu (ホテル ジュジュ),0942-26-2961,https://hotel-juju.jp/
,457,ホテル アール 久留米,0942-36-7150,https://hotel-r.jp/
,458,ホテル おもちゃ箱,0942-26-2658,https://omocha-bako.jp/
,459,HOTEL COCO (ホテル ココ),093-293-7600,https://www.costa-resort.jp/coco/
,460,シーライフリゾートホテル,093-222-2030,https://www.kirari-group.jp/sealife/
,461,HOTEL JOYplus (ホテル ジョイプラス),093-293-1155,https://www.costa-resort.jp/joyplus/
,462,HOTEL JOY (ホテル ジョイ),093-293-3337,https://www.costa-resort.jp/joy/
,463,HOTEL LieN （ホテル リアン）,093-293-3086,https://www.kirari-group.jp/lien/
,464,天然温泉 HOTEL 森の湯 wooods (ウッズ),0948-25-2625,https://wooods.jp/
,465,HOTEL BAMBOO (バンブー),0948-21-2600,https://www.hayama-hotels.com/bamboo/
,466,おとぼけビーバー リーベ 大牟田,0944-56-7793,https://www.otobokebeaver.jp/omuta/
,467,HOTEL CHANCE（チャンス）,0944-55-1371,https://www.hayama-hotels.com/chance/
,468,プチ・トランタン,0944-62-2008,https://petit-trente.jp/
,469,HOTEL ENZO (ホテル エンツォ),0979-82-7397,https://hotel-enzo.jp/
,470,ホテル ベイヒルクラブ 空港口店,093-889-7210,https://bayhill-club.com/
,471,HOTEL HANABI (ホテル ハナビ),0942-52-8105,https://hotel-hanabi.jp/
,472,HOTEL SOLA (ホテル ソラ),0942-52-7575,https://hotel-sola.jp/
,473,HOTEL YOUME TSUKASA (ホテル ユメ ツカサ),0943-24-3455,https://www.tsukasa-group.jp/youme/
,474,HOTEL ESPO （エスポ）,092-605-1101,https://www.hayama-hotels.com/espo/
,475,HOTEL O（オー）,092-962-2236,https://www.hayama-hotels.com/o/
,476,HOTEL JOY seaside (ホテル ジョイ シーサイド),0940-62-0125,https://www.costa-resort.jp/seaside/
,477,ホテル グリーンボックスⅠ・Ⅱ,0949-54-0333,https://greenbox.jp/
,478,ホテル メルヘン,0949-42-5708,https://hotel-marchen.jp/
,479,HOTEL BELL Ⅰ・Ⅱ,0949-42-7111,https://hotel-bell.jp/
